host_acceptance_rate,number_of_reviews,number_of_reviews_l30d,instant_bookable,minimum_nights,host_has_profile_pic,calculated_host_listings_count_private_rooms,review_scores_value,host_response_rate,has_availability,availability_365,beds,price,host_response_time,host_verifications,host_identity_verified,calculated_host_listings_count_entire_homes,host_is_superhost,availability_30,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_cleansed_Downtown Eastside,neighbourhood_cleansed_Dunbar Southlands,neighbourhood_cleansed_Fairview,neighbourhood_cleansed_Grandview-Woodland,neighbourhood_cleansed_Hastings-Sunrise,neighbourhood_cleansed_Kensington-Cedar Cottage,neighbourhood_cleansed_Kerrisdale,neighbourhood_cleansed_Killarney,neighbourhood_cleansed_Kitsilano,neighbourhood_cleansed_Marpole,neighbourhood_cleansed_Mount Pleasant,neighbourhood_cleansed_Oakridge,neighbourhood_cleansed_Renfrew-Collingwood,neighbourhood_cleansed_Riley Park,neighbourhood_cleansed_Shaughnessy,neighbourhood_cleansed_South Cambie,neighbourhood_cleansed_Strathcona,neighbourhood_cleansed_Sunset,neighbourhood_cleansed_Victoria-Fraserview,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Point Grey,legal_listing
99.0,199.0,7.0,0.0,2.0,1.0,0.0,4.8,100.0,1.0,25.0,2.0,436.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,380.0,2.0,0.0,2.0,1.0,0.0,4.76,100.0,1.0,2.0,2.0,377.0,1.0,0.5,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
88.0,13.0,4.0,0.0,4.0,1.0,0.0,4.54,100.0,1.0,0.0,5.0,514.0,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99.0,162.0,3.0,0.0,1.0,1.0,1.0,4.7,100.0,1.0,136.0,4.0,148.0,1.0,0.5,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99.0,251.0,4.0,0.0,2.0,1.0,0.0,4.78,100.0,1.0,336.0,2.0,283.0,1.0,0.5,1.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,74.0,1.0,0.0,3.0,1.0,0.0,4.73,100.0,1.0,348.0,4.0,307.0,1.0,0.25,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100.0,32.0,3.0,0.0,2.0,1.0,0.0,4.53,100.0,1.0,78.0,3.0,220.0,1.0,0.25,1.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97.0,168.0,5.0,0.0,2.0,1.0,0.0,4.69,100.0,1.0,27.0,1.0,318.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98.0,109.0,1.0,0.0,2.0,1.0,0.0,4.77,100.0,1.0,27.0,2.0,157.0,1.0,0.5,1.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96.0,191.0,3.0,0.0,3.0,1.0,0.0,4.86,100.0,1.0,156.0,2.0,192.0,1.0,0.5,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,270.0,4.0,1.0,1.0,1.0,0.0,4.63,100.0,1.0,108.0,3.0,206.0,1.0,0.5,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,62.0,1.0,0.0,3.0,1.0,0.0,4.81,100.0,1.0,4.0,1.0,229.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,119.0,5.0,0.0,2.0,1.0,0.0,4.66,100.0,1.0,349.0,3.0,436.0,1.0,0.5,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,93.0,0.0,0.0,3.0,1.0,1.0,4.79,100.0,1.0,35.0,1.0,70.0,0.75,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,164.0,3.0,1.0,2.0,1.0,0.0,4.85,100.0,1.0,321.0,8.0,1574.0,1.0,0.5,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,114.0,5.0,0.0,1.0,1.0,0.0,4.82,100.0,1.0,353.0,3.0,379.0,1.0,0.5,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,386.0,9.0,0.0,2.0,1.0,0.0,4.87,100.0,1.0,201.0,1.0,151.0,1.0,0.5,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,201.0,3.0,0.0,3.0,1.0,0.0,4.82,100.0,1.0,59.0,2.0,200.0,1.0,0.5,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,28.0,0.0,0.0,29.0,1.0,0.0,4.57,100.0,1.0,120.0,1.0,147.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,162.0,9.0,0.0,1.0,1.0,0.0,4.92,100.0,1.0,2.0,3.0,199.0,1.0,0.5,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99.0,276.0,9.0,0.0,1.0,1.0,0.0,4.63,100.0,1.0,48.0,2.0,266.0,1.0,0.5,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,3.0,0.0,0.0,4.0,1.0,0.0,4.67,100.0,1.0,94.0,3.0,300.0,0.5,0.5,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,279.0,7.0,1.0,1.0,1.0,0.0,4.76,100.0,1.0,96.0,1.0,232.0,1.0,0.5,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,270.0,6.0,0.0,2.0,1.0,0.0,4.78,100.0,1.0,100.0,1.0,103.0,1.0,0.5,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,14.0,2.0,0.0,5.0,1.0,0.0,4.93,100.0,1.0,0.0,3.0,475.0,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82.0,65.0,2.0,0.0,3.0,1.0,0.0,4.74,100.0,1.0,94.0,1.0,225.0,0.75,0.75,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87.0,24.0,0.0,0.0,3.0,1.0,0.0,4.88,100.0,1.0,1.0,1.0,336.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98.0,180.0,4.0,0.0,5.0,1.0,0.0,4.87,100.0,1.0,53.0,1.0,135.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,179.0,3.0,0.0,3.0,1.0,0.0,4.71,100.0,1.0,2.0,1.0,250.0,1.0,0.5,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
96.0,141.0,0.0,0.0,3.0,1.0,0.0,4.64,100.0,1.0,61.0,6.0,600.0,0.75,0.5,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100.0,173.0,1.0,0.0,1.0,1.0,0.0,4.59,100.0,1.0,106.0,2.0,328.0,1.0,0.5,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,68.0,5.0,0.0,2.0,1.0,0.0,4.79,100.0,1.0,55.0,1.0,199.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
100.0,70.0,5.0,0.0,3.0,1.0,0.0,4.7,100.0,1.0,163.0,2.0,300.0,1.0,0.5,1.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,6.0,0.0,0.0,5.0,1.0,0.0,4.33,100.0,1.0,58.0,5.0,416.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86.0,60.0,1.0,0.0,5.0,1.0,0.0,4.78,100.0,1.0,267.0,3.0,270.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,122.0,1.0,0.0,2.0,1.0,0.0,4.66,100.0,1.0,12.0,1.0,295.0,1.0,0.75,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,1.0,0.0,0.0,21.0,1.0,1.0,5.0,57.0,1.0,180.0,2.0,834.0,0.5,0.75,1.0,28.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,9.0,1.0,0.0,2.0,1.0,0.0,5.0,100.0,1.0,0.0,2.0,300.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,15.0,3.0,0.0,1.0,1.0,0.0,4.57,100.0,1.0,0.0,4.0,375.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,75.0,6.0,0.0,1.0,1.0,0.0,4.8,100.0,1.0,260.0,3.0,150.0,1.0,0.5,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,10.0,1.0,0.0,3.0,1.0,0.0,4.9,100.0,1.0,11.0,3.0,240.0,0.75,0.5,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,357.0,1.0,0.0,1.0,1.0,0.0,4.7,100.0,1.0,2.0,1.0,166.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,21.0,0.0,0.0,2.0,1.0,0.0,4.71,100.0,1.0,301.0,3.0,214.0,1.0,0.5,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,282.0,6.0,0.0,2.0,1.0,0.0,4.72,100.0,1.0,139.0,2.0,180.0,1.0,0.5,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,57.0,1.0,82.0,2.0,754.0,0.5,0.75,1.0,28.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,16.0,0.0,1.0,3.0,1.0,0.0,4.69,60.0,1.0,0.0,1.0,250.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,44.0,0.0,0.0,2.0,1.0,0.0,4.39,100.0,1.0,0.0,1.0,150.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97.0,208.0,4.0,0.0,1.0,1.0,0.0,4.82,100.0,1.0,342.0,2.0,261.0,1.0,0.5,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,296.0,2.0,0.0,1.0,1.0,0.0,4.63,100.0,1.0,49.0,3.0,253.0,1.0,0.5,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,48.0,1.0,0.0,13.0,1.0,0.0,4.81,100.0,1.0,288.0,1.0,174.0,1.0,0.5,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98.0,194.0,6.0,0.0,2.0,1.0,0.0,4.62,100.0,1.0,138.0,2.0,340.0,1.0,0.5,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,24.0,0.0,1.0,3.0,1.0,0.0,4.38,60.0,1.0,0.0,1.0,250.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,96.0,1.0,1.0,1.0,1.0,0.0,4.76,93.0,1.0,129.0,2.0,215.0,1.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,283.0,10.0,0.0,1.0,1.0,0.0,4.84,100.0,1.0,114.0,3.0,193.0,1.0,0.5,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,274.0,5.0,1.0,1.0,1.0,0.0,4.52,100.0,1.0,57.0,3.0,226.0,1.0,0.5,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,52.0,3.0,0.0,1.0,1.0,0.0,4.71,100.0,1.0,235.0,2.0,250.0,1.0,0.5,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,94.0,4.0,1.0,1.0,1.0,0.0,4.76,100.0,1.0,157.0,1.0,121.0,1.0,0.5,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
99.0,218.0,1.0,0.0,3.0,1.0,0.0,4.77,100.0,1.0,3.0,3.0,469.0,1.0,0.5,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
98.0,86.0,2.0,0.0,3.0,1.0,0.0,4.73,100.0,1.0,275.0,2.0,157.0,1.0,0.75,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,164.0,6.0,0.0,2.0,1.0,0.0,4.75,100.0,1.0,67.0,2.0,159.0,1.0,0.75,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,25.0,0.0,0.0,6.0,1.0,0.0,4.72,100.0,1.0,0.0,1.0,259.0,1.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80.0,6.0,1.0,0.0,2.0,1.0,0.0,3.0,100.0,1.0,79.0,1.0,301.0,1.0,0.5,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92.0,95.0,0.0,0.0,2.0,1.0,0.0,4.87,100.0,1.0,80.0,1.0,200.0,0.5,0.5,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92.0,250.0,2.0,0.0,1.0,1.0,0.0,4.74,100.0,1.0,67.0,1.0,176.0,1.0,0.5,1.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
100.0,79.0,3.0,1.0,4.0,1.0,0.0,4.71,100.0,1.0,110.0,3.0,270.0,1.0,0.5,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,118.0,1.0,0.0,4.0,1.0,0.0,4.83,100.0,1.0,83.0,1.0,200.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,5.0,0.0,0.0,6.0,1.0,0.0,5.0,100.0,1.0,53.0,4.0,500.0,1.0,0.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91.0,195.0,4.0,0.0,1.0,1.0,0.0,4.82,100.0,1.0,186.0,4.0,330.0,0.75,0.25,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98.0,334.0,3.0,0.0,1.0,1.0,0.0,4.73,100.0,1.0,45.0,3.0,109.0,1.0,0.75,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,21.0,3.0,0.0,5.0,1.0,0.0,4.81,100.0,1.0,104.0,2.0,278.0,0.75,0.5,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100.0,51.0,1.0,0.0,28.0,1.0,0.0,4.76,100.0,1.0,294.0,3.0,199.0,1.0,0.5,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
100.0,68.0,0.0,1.0,2.0,1.0,0.0,4.75,100.0,1.0,2.0,1.0,135.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98.0,60.0,1.0,1.0,1.0,1.0,0.0,4.6,80.0,1.0,321.0,2.0,462.0,1.0,0.5,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,110.0,3.0,0.0,2.0,1.0,0.0,4.61,100.0,1.0,19.0,3.0,241.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100.0,123.0,0.0,0.0,2.0,1.0,0.0,4.88,100.0,1.0,1.0,1.0,169.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46.0,19.0,0.0,0.0,1.0,1.0,2.0,4.56,100.0,1.0,356.0,2.0,475.0,0.5,0.5,1.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
