log_price,logmul_review_scores_checkin,host_response_rate,number_of_reviews,availability_365,availability_30,has_availability,host_response_time,host_verifications,host_total_listings_count,host_has_profile_pic,host_acceptance_rate,number_of_reviews_l30d,beds,calculated_host_listings_count_private_rooms,instant_bookable,review_scores_cleanliness,host_identity_verified,host_is_superhost,minimum_nights,room_type_Private room,neighbourhood_cleansed_Downtown Eastside,neighbourhood_cleansed_Dunbar Southlands,neighbourhood_cleansed_Fairview,neighbourhood_cleansed_Grandview-Woodland,neighbourhood_cleansed_Hastings-Sunrise,neighbourhood_cleansed_Kensington-Cedar Cottage,neighbourhood_cleansed_Kerrisdale,neighbourhood_cleansed_Killarney,neighbourhood_cleansed_Kitsilano,neighbourhood_cleansed_Marpole,neighbourhood_cleansed_Mount Pleasant,neighbourhood_cleansed_Oakridge,neighbourhood_cleansed_Renfrew-Collingwood,neighbourhood_cleansed_Riley Park,neighbourhood_cleansed_Shaughnessy,neighbourhood_cleansed_South Cambie,neighbourhood_cleansed_Strathcona,neighbourhood_cleansed_Sunset,neighbourhood_cleansed_Victoria-Fraserview,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Point Grey,legal_listing
6.483107351457199,8.047189562170502,100.0,36.0,8.0,8.0,1.0,0.75,0.5,4.0,1.0,78.0,1.0,2.0,0.0,0.0,4.94,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.9344739331306915,8.047189562170502,100.0,21.0,266.0,2.0,1.0,0.5,0.75,9.0,1.0,75.0,0.0,1.0,0.0,0.0,4.6,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.10594547390058,7.890984736127167,100.0,758.0,302.0,4.0,1.0,1.0,0.5,2.0,1.0,97.0,1.0,3.0,1.0,0.0,4.82,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.241747015059643,7.709667473650208,100.0,272.0,41.0,5.0,1.0,1.0,0.5,3.0,1.0,100.0,0.0,1.0,0.0,1.0,4.81,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.8283137373023015,7.683846808254277,94.0,642.0,3.0,1.0,1.0,0.75,0.75,2.0,1.0,82.0,6.0,2.0,1.0,0.0,4.66,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.836281906951478,7.995040857362078,100.0,162.0,164.0,1.0,1.0,1.0,0.75,3.0,1.0,95.0,2.0,2.0,0.0,0.0,4.78,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.875197323201151,7.8650212111091715,100.0,57.0,90.0,0.0,1.0,0.75,0.5,3.0,1.0,67.0,0.0,1.0,0.0,0.0,4.82,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.605170185988092,8.047189562170502,75.0,1.0,150.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.575949103146316,8.021105189719503,100.0,94.0,14.0,7.0,1.0,1.0,0.5,1.0,1.0,77.0,4.0,1.0,0.0,0.0,4.86,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.3612921657094255,7.942972474054707,100.0,25.0,22.0,5.0,1.0,0.5,0.5,4.0,1.0,75.0,0.0,4.0,0.0,0.0,4.92,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.298317366548036,7.7872525050712476,100.0,154.0,191.0,0.0,1.0,1.0,0.5,3.0,1.0,98.0,0.0,1.0,0.0,0.0,4.8,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.123963979403259,7.8650212111091715,100.0,72.0,0.0,0.0,1.0,0.75,0.5,5.0,1.0,100.0,0.0,1.0,0.0,0.0,4.83,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.31748811353631,7.839077970080746,100.0,255.0,125.0,6.0,1.0,1.0,0.5,4.0,1.0,100.0,0.0,1.0,2.0,0.0,4.93,1.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.666426688112432,7.735508672941472,100.0,146.0,317.0,10.0,1.0,1.0,0.5,1.0,1.0,100.0,4.0,2.0,0.0,0.0,4.69,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.288267030694535,7.8650212111091715,100.0,270.0,153.0,5.0,1.0,0.75,0.75,10.0,1.0,91.0,0.0,1.0,0.0,0.0,4.81,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.298317366548036,7.401186935721112,100.0,8.0,199.0,12.0,1.0,1.0,0.5,10.0,1.0,93.0,0.0,2.0,0.0,0.0,4.88,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.916202062607435,7.580770333261294,100.0,216.0,333.0,13.0,1.0,1.0,0.75,1.0,1.0,96.0,6.0,1.0,0.0,0.0,4.87,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.926926025970411,7.503680670715326,100.0,36.0,189.0,0.0,1.0,0.75,0.5,2.0,1.0,60.0,0.0,4.0,0.0,0.0,4.71,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.560681631015528,8.047189562170502,100.0,4.0,299.0,30.0,1.0,1.0,0.75,44.0,1.0,84.0,0.0,1.0,1.0,0.0,4.75,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.040254711277414,7.942972474054707,100.0,90.0,361.0,26.0,1.0,1.0,0.5,1.0,1.0,97.0,3.0,3.0,0.0,1.0,4.96,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.499809670330265,7.96899660533943,100.0,194.0,75.0,17.0,1.0,1.0,0.5,1.0,1.0,40.0,0.0,1.0,0.0,0.0,4.95,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.953684210870537,7.7872525050712476,100.0,59.0,340.0,12.0,1.0,1.0,0.5,2.0,1.0,82.0,0.0,3.0,0.0,0.0,4.98,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.66988092298052,7.813155054269568,100.0,183.0,86.0,11.0,1.0,0.5,0.5,2.0,1.0,93.0,1.0,2.0,0.0,0.0,4.7,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.700480365792417,7.890984736127167,100.0,66.0,97.0,0.0,1.0,1.0,0.5,3.0,1.0,83.0,0.0,1.0,0.0,0.0,4.86,1.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0106352940962555,7.942972474054707,100.0,73.0,188.0,21.0,1.0,1.0,0.5,1.0,1.0,100.0,0.0,3.0,0.0,0.0,4.49,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.9512437185814275,8.047189562170502,100.0,24.0,0.0,0.0,1.0,0.75,0.5,2.0,1.0,60.0,0.0,1.0,0.0,0.0,4.86,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.976733742420574,7.761370364050356,96.0,178.0,8.0,1.0,1.0,0.5,0.5,4.0,1.0,36.0,2.0,1.0,0.0,0.0,4.65,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.90527477843843,7.503680670715326,100.0,92.0,256.0,5.0,1.0,1.0,0.5,2.0,1.0,100.0,1.0,1.0,0.0,0.0,4.85,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.54907608489522,7.273543790965261,100.0,210.0,354.0,19.0,1.0,0.75,0.5,1.0,1.0,87.0,10.0,2.0,0.0,0.0,4.51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.276666119016055,7.7872525050712476,100.0,227.0,37.0,7.0,1.0,1.0,0.5,2.0,1.0,95.0,2.0,1.0,0.0,0.0,4.64,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.953243334287785,7.580770333261294,100.0,11.0,364.0,29.0,1.0,1.0,0.75,44.0,1.0,84.0,1.0,3.0,1.0,0.0,4.73,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.30406509320417,7.839077970080746,100.0,61.0,35.0,4.0,1.0,1.0,0.5,7.0,1.0,98.0,0.0,1.0,1.0,0.0,4.77,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.672828834461906,7.916968504073965,100.0,82.0,25.0,5.0,1.0,1.0,0.5,7.0,1.0,98.0,1.0,1.0,1.0,0.0,4.83,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.897839799950911,8.047189562170502,100.0,3.0,292.0,0.0,1.0,1.0,0.5,7.0,1.0,98.0,0.0,3.0,1.0,0.0,5.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.356708826689592,7.916968504073965,100.0,23.0,167.0,6.0,1.0,0.5,0.5,3.0,1.0,57.0,0.0,1.0,1.0,0.0,4.82,1.0,1.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.926926025970411,7.45239187437419,100.0,36.0,0.0,0.0,1.0,0.75,0.5,2.0,1.0,100.0,1.0,2.0,0.0,0.0,4.74,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.867534450455582,7.995040857362078,100.0,267.0,149.0,0.0,1.0,1.0,0.5,1.0,1.0,100.0,3.0,1.0,0.0,0.0,4.92,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.709530201312334,7.8650212111091715,90.0,15.0,0.0,0.0,1.0,0.5,0.25,76.0,1.0,72.0,0.0,2.0,0.0,0.0,4.6,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.672828834461906,7.96899660533943,100.0,351.0,168.0,5.0,1.0,1.0,0.5,1.0,1.0,90.0,3.0,1.0,0.0,0.0,4.73,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.659293919683638,7.890984736127167,100.0,48.0,97.0,0.0,1.0,1.0,0.5,3.0,1.0,100.0,0.0,6.0,0.0,1.0,4.63,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0106352940962555,7.839077970080746,100.0,319.0,226.0,9.0,1.0,0.5,0.5,3.0,1.0,95.0,0.0,2.0,0.0,0.0,4.91,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.574710978503383,8.021105189719503,100.0,78.0,185.0,2.0,1.0,1.0,0.5,1.0,1.0,100.0,2.0,1.0,0.0,0.0,4.99,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.278114659230517,7.761370364050356,100.0,120.0,0.0,0.0,1.0,0.75,0.5,2.0,1.0,90.0,2.0,2.0,0.0,0.0,4.79,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.3471075307174685,7.96899660533943,100.0,239.0,232.0,8.0,1.0,1.0,0.75,2.0,1.0,100.0,2.0,2.0,0.0,0.0,4.93,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.253828811575473,7.839077970080746,75.0,14.0,241.0,0.0,1.0,0.75,0.5,1.0,1.0,60.0,1.0,3.0,0.0,0.0,4.92,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0106352940962555,7.916968504073965,100.0,43.0,127.0,0.0,1.0,0.5,0.75,4.0,1.0,57.0,1.0,4.0,0.0,0.0,4.8,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.574710978503383,7.401186935721112,100.0,121.0,155.0,6.0,1.0,1.0,0.5,7.0,1.0,100.0,1.0,1.0,0.0,1.0,4.63,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.075173815233827,8.047189562170502,100.0,18.0,0.0,0.0,1.0,1.0,0.5,5.0,1.0,100.0,0.0,2.0,0.0,1.0,4.83,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.58724865840025,7.65804671900455,100.0,175.0,124.0,3.0,1.0,1.0,0.5,3.0,1.0,98.0,1.0,1.0,0.0,0.0,4.9,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5.521460917862246,8.047189562170502,90.0,17.0,306.0,1.0,1.0,1.0,0.5,13.0,1.0,91.0,0.0,1.0,0.0,0.0,4.76,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.579729825986222,8.047189562170502,100.0,1.0,145.0,0.0,1.0,0.5,0.5,1.0,1.0,100.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1092475827643655,7.839077970080746,100.0,13.0,139.0,5.0,1.0,0.75,0.5,1.0,1.0,100.0,0.0,4.0,0.0,0.0,4.77,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.394449154672439,7.8650212111091715,100.0,335.0,126.0,4.0,1.0,0.75,0.5,4.0,1.0,95.0,5.0,1.0,1.0,0.0,4.79,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.8283137373023015,8.047189562170502,67.0,2.0,118.0,11.0,1.0,1.0,0.75,1.0,1.0,40.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.543294782270004,7.813155054269568,100.0,328.0,136.0,3.0,1.0,0.75,0.5,1.0,1.0,99.0,1.0,2.0,0.0,0.0,4.69,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.290459441148391,7.96899660533943,100.0,142.0,156.0,0.0,1.0,0.5,0.5,1.0,1.0,70.0,0.0,1.0,0.0,0.0,4.92,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.521460917862246,8.047189562170502,67.0,5.0,340.0,5.0,1.0,0.5,0.5,1.0,1.0,50.0,0.0,2.0,0.0,0.0,4.8,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.075173815233827,8.047189562170502,100.0,3.0,347.0,12.0,1.0,1.0,0.5,4.0,1.0,100.0,0.0,1.0,0.0,0.0,4.67,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.14166355650266,7.995040857362078,100.0,346.0,195.0,2.0,1.0,1.0,0.5,1.0,1.0,100.0,2.0,2.0,0.0,0.0,4.96,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
